Reactant1;Reactant2;Product;Yield;temperature;ML;B;S;catalysts;ligands;bases;solvents
OB(O)c1ccccc1F;Nc1ccc(S(=O)(=O)c2cc(Br)nc(N3CCCC3)c2)cc1;Nc1ccc(S(=O)(=O)c2cc(-c3ccccc3F)nc(N3CCCC3)c2)cc1;65.2;20;M6M;B12B;S20S;Cl[Pd]Cl;c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];Cc1ccccc1
OB(O)c1ccsc1;N#Cc1cc(Br)ccc1F;N#Cc1cc(-c2ccsc2)ccc1F;90.0;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCOC(C)=O[SPLIT]COCCOC[SPLIT]O
COc1cccc(B(O)O)c1;Brc1cccc(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c1;COc1cccc(-c2cccc(-n3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc43)c2)c1;85.4;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]ClCCl[SPLIT]O
Cc1cc(B(O)O)ccn1;COc1c(Br)cnn1-c1ccc(C(=O)NCC2CCOCC2)cn1;COc1c(-c2ccnc(C)c2)cnn1-c1ccc(C(=O)NCC2CCOCC2)cn1;100.0;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])O.[Na+];C1COCCO1[SPLIT]ClCCl[SPLIT]O
OB(O)c1ccc(-c2cccc3c2oc2ccccc23)cc1;O=c1c([N+](=O)[O-])cc(Br)cn1Cc1ccccc1;O=c1c([N+](=O)[O-])cc(-c2ccc(-c3cccc4c3oc3ccccc34)cc2)cn1Cc1ccccc1;95.95;20;M3M;B12B;S25S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
OB(O)c1cccc(F)c1;CC1CN(C(=O)OC(C)(C)C)Cc2scc(Br)c2O1;CC1CN(C(=O)OC(C)(C)C)Cc2scc(-c3cccc(F)c3)c2O1;77.2;20;M1M;B12B;S28S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[K+].[K+];COCCOC[SPLIT]O
OB(O)c1ccccc1;Brc1nnc(Br)s1;Brc1nnc(-c2ccccc2)s1;37.95;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]CCOC(C)=O[SPLIT]Cc1ccccc1[SPLIT]ClCCl[SPLIT]O
OB(O)c1cncnc1;C=CCCOc1c(F)cc(Br)cc1C=O;C=CCCOc1c(F)cc(-c2cncnc2)cc1C=O;71.15;20;M1M;B12B;S22S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Cs+].[Cs+];CCO[SPLIT]CCOC(C)=O[SPLIT]COCCOC[SPLIT]O
OB(O)c1cnc(F)c(Cl)c1;CS(=O)(=O)NC(=O)c1ccc(Br)c(OC2COC2)c1;CS(=O)(=O)NC(=O)c1ccc(-c2cnc(F)c(Cl)c2)c(OC2COC2)c1;47.95;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]ClCCl
OB(O)c1ccc2ccccc2c1;Nc1ncccc1Br;Nc1ncccc1-c1ccc2ccccc2c1;68.8;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]O
O=C(c1ccc(B(O)O)cc1)N1CCCCC1;O=S(=O)(Nc1ccc(-c2csc(Br)n2)c(Cl)c1)C(F)(F)F;O=C(c1ccc(-c2nc(-c3ccc(NS(=O)(=O)C(F)(F)F)cc3Cl)cs2)cc1)N1CCCCC1;55.0;20;M3M;B12B;S19S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CN(C)C=O
OB(O)c1ccccc1;COC(=O)c1cc(Br)nc2c1[nH]c1cc(S(=O)(=O)N3CCOCC3)ccc12;COC(=O)c1cc(-c2ccccc2)nc2c1[nH]c1cc(S(=O)(=O)N3CCOCC3)ccc12;89.9;20;M4M;B16B;S22S;CC(=O)[O-].CC(=O)[O-].[Pd+2];COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1;O=P([O-])([O-])[O-].[K+].[K+].[K+];
O=Cc1ccc(B(O)O)s1;CC(=O)NC1(CCc2ccc(Br)cc2)COC(C)(C)OC1;CC(=O)NC1(CCc2ccc(-c3ccc(C=O)s3)cc2)COC(C)(C)OC1;21.5;20;M8M;B12B;S28S;CC(=O)[O-].CC(=O)[O-].[Pd+2];CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C;O=C([O-])O.[Na+];COCCOC[SPLIT]O
COc1ccc2cc(B(O)O)ccc2c1;O=C(O)c1ccnc(Br)c1;COc1ccc2cc(-c3cc(C(=O)O)ccn3)ccc2c1;1.4;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCOC(C)=O[SPLIT]COCCOC[SPLIT]O
COc1cc(B(O)O)cc(OC)c1OC;C=CCC(C)(C)C(=O)c1cn(COCC[Si](C)(C)C)c2ncc(Br)nc12;C=CCC(C)(C)C(=O)c1cn(COCC[Si](C)(C)C)c2ncc(-c3cc(OC)c(OC)c(OC)c3)nc12;50.55;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]ClCCl[SPLIT]O
OB(O)c1ccncc1;Cc1cc(-n2cnc3c(NCCC(F)(F)F)cc(Br)cc32)ccc1C(=O)NC1CC1;Cc1cc(-n2cnc3c(NCCC(F)(F)F)cc(-c4ccncc4)cc32)ccc1C(=O)NC1CC1;28.075;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[K+].[K+];CN1CCCC1=O
COc1cc(-c2cccc(F)c2)c(Cl)cc1B(O)O;Cc1ncc2cc(SCc3ccccc3)ccc2c1I;COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1c(C)ncc2cc(SCc3ccccc3)ccc12;85.85;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];
COCC(C)NCc1ccc(B(O)O)s1;CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1;CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccc(CNC(C)COC)s4)cc23)CC1;34.6;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]CO[SPLIT]O
COc1ccc(B(O)O)c(C=O)c1;COC(=O)c1ccc2c(C3CCCCC3)c(Br)n(CC3OCCO3)c2c1;COC(=O)c1ccc2c(C3CCCCC3)c(-c3ccc(OC)cc3C=O)n(CC3OCCO3)c2c1;72.0;20;M1M;B12B;S21S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1
COc1cc(F)ccc1B(O)O;CC1(CN(C(=O)OC(C)(C)C)c2cnccc2I)COC1;COc1cc(F)ccc1-c1ccncc1N(CC1(C)COC1)C(=O)OC(C)(C)C;89.0;20;M6M;B12B;S22S;CC(=O)[O-].CC(=O)[O-].[Pd+2];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];CCOC(C)=O[SPLIT]COCCOC
COc1cc(F)c(B(O)O)c(F)c1;COC(=O)c1ccc(F)c(Br)n1;COC(=O)c1ccc(F)c(-c2c(F)cc(OC)cc2F)n1;85.0;20;M9M;B13B;S22S;[Pd].[Pd];CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1;[F-].[K+];C1CCOC1[SPLIT]Cc1ccccc1[SPLIT]O
O=[N+]([O-])c1ccc(B(O)O)cc1;Cn1cc(Br)c2ncccc21;Cn1cc(-c2ccc([N+](=O)[O-])cc2)c2ncccc21;37.1;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCOC(C)=O[SPLIT]COCCOC[SPLIT]O
COc1cccc(COc2ccc(C(=O)Nc3cc(B(O)O)ccc3C)cc2)c1;Brc1ncc[nH]1;COc1cccc(COc2ccc(C(=O)Nc3cc(-c4ncc[nH]4)ccc3C)cc2)c1;15.65;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
COc1ccccc1B(O)O;CSc1nc(N)nc(Br)c1C#N;COc1ccccc1-c1nc(N)nc(SC)c1C#N;28.9;20;M7M;B12B;S20S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];Cc1ccccc1
OB(O)c1ccccc1;CCOC(=O)c1oc2c(Br)cncc2c1Nc1ccc([Si](C)(C)C)cc1F;CCOC(=O)c1oc2c(-c3ccccc3)cncc2c1Nc1ccc([Si](C)(C)C)cc1F;31.2;20;M6M;B12B;S17S;CC(=O)[O-].CC(=O)[O-].[Pd+2];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];CCO
OB(O)c1cncnc1;C[C@@]1(c2cc(Br)ccc2F)Cn2ccnc2C(N)=N1;C[C@@]1(c2cc(-c3cncnc3)ccc2F)Cn2ccnc2C(N)=N1;30.5;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]CCO[SPLIT]O
OB(O)c1ccccc1;COC(=O)c1c(OC)c(Br)cc2ncc(-c3ccccc3)nc12;COC(=O)c1c(OC)c(-c2ccccc2)cc2ncc(-c3ccccc3)nc12;59.25;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
OB(O)c1ccn[nH]1;C=CCn1cc(C(O)(c2ccc3c(cnn3-c3ccc(F)cc3)c2)C(F)(F)F)c2ccc(Br)cc21;C=CCn1cc(C(O)(c2ccc3c(cnn3-c3ccc(F)cc3)c2)C(F)(F)F)c2ccc(-c3ccn[nH]3)cc21;36.3;20;M3M;B12B;S19S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CN(C)C=O
OB(O)c1ccccc1;O=c1c2c(O)cc(O)cc2c(Br)cn1-c1ccc(O)cc1;O=c1c2c(O)cc(O)cc2c(-c2ccccc2)cn1-c1ccc(O)cc1;89.9;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];
OB(O)c1ccco1;Brc1cnn(-c2ccccc2)c1;c1ccc(-n2cc(-c3ccco3)cn2)cc1;16.3;20;M3M;B12B;S18S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Cs+].[Cs+];CO.Cc1ccccc1
Nc1cccc(B(O)O)c1;Clc1ccc(CCOc2ccc(I)nn2)cc1;Nc1cccc(-c2ccc(OCCc3ccc(Cl)cc3)nn2)c1;86.75;20;M3M;B12B;S25S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
OB(O)c1cccs1;COc1c(Br)cc(-n2ccc(=O)[nH]c2=O)cc1/C=C/c1ccc(NS(C)(=O)=O)cc1;COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1-c1cccs1;50.0;20;M8M;B16B;S28S;Cl[Pd]Cl;CC(C)(C)P([c-]1cccc1)C(C)(C)C.CC(C)(C)P([c-]1cccc1)C(C)(C)C.[Fe+2];O=P([O-])([O-])[O-].[K+].[K+].[K+];C1CCOC1[SPLIT]O
Cc1noc(C)c1B(O)O;COc1cc(Nc2c(C(N)=O)cnc3cc(Br)ccc23)cc(C(=O)O)c1;COc1cc(Nc2c(C(N)=O)cnc3cc(-c4c(C)noc4C)ccc23)cc(C(=O)O)c1;16.73;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
OB(O)c1cccs1;Ic1cn(Cc2ccccc2)c2ccccc12;c1ccc(Cn2cc(-c3cccs3)c3ccccc32)cc1;28.0;20;M3M;B12B;S20S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];Cc1ccccc1
OB(O)c1cccnc1;Nc1ncc(Br)cc1C(=O)Nc1ccccc1;Nc1ncc(-c2cccnc2)cc1C(=O)Nc1ccccc1;52.15;20;M7M;B12B;S21S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];C1COCCO1
OB(O)c1ccccc1;CCOCc1nc2c(N)nc3cc(Br)cnc3c2n1CCCON=C(C)C;CCOCc1nc2c(N)nc3cc(-c4ccccc4)cnc3c2n1CCCON=C(C)C;96.7;20;M6M;B12B;S22S;CC(=O)[O-].CC(=O)[O-].[Pd+2];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];CCCO[SPLIT]ClC(Cl)Cl[SPLIT]O
OB(O)c1ccco1;Cc1c(Cn2c(C)nc3c(Br)cc(N4CCOCC4)cc32)cccc1C(F)(F)F;Cc1c(Cn2c(C)nc3c(-c4ccco4)cc(N4CCOCC4)cc32)cccc1C(F)(F)F;24.43;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]ClCCl[SPLIT]O
OB(O)c1ccc(O)cc1;C[C@@H](NC(=O)[C@H](Cc1ccc(-c2ncc(Br)cn2)cc1)NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)OC(C)(C)C;C[C@@H](NC(=O)[C@H](Cc1ccc(-c2ncc(-c3ccc(O)cc3)cn2)cc1)NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)OC(C)(C)C;83.0;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Na+].[Na+];C1CCOC1[SPLIT]CC#N[SPLIT]O
OB(O)c1ccsc1;Cc1ccc(S(=O)(=O)OCC2Cc3cccc(Br)c3O2)cc1;Cc1ccc(S(=O)(=O)OCC2Cc3cccc(-c4ccsc4)c3O2)cc1;77.05;20;M5M;B12B;S22S;Cc1ccccc1[P](c1ccccc1C)(c1ccccc1C)[Pd](Cl)(Cl)[P](c1ccccc1C)(c1ccccc1C)c1ccccc1C;;O=C([O-])[O-].[K+].[K+];
OB(O)c1ccccc1;Cn1c2c(c(=O)n1-c1cccc(Br)c1)[C@H]1CC[C@]2(C)C1(C)C;Cn1c2c(c(=O)n1-c1cccc(-c3ccccc3)c1)[C@H]1CC[C@]2(C)C1(C)C;17.55;20;M0M;B16B;S21S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=P([O-])([O-])[O-].[K+].[K+].[K+];COCCOC
COc1ccc(B(O)O)cc1;NC(=O)c1cnc(N)c(Br)c1;COc1ccc(-c2cc(C(N)=O)cnc2N)cc1;79.4;20;M7M;B15B;S21S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+].[Na+].[OH-];COCCOC
OB(O)c1ccc2cccnc2c1;O=C1COC2(CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)CN1C1CC1;O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1;62.95;20;M6M;B12B;S24S;Cl[Pd-2](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[K+].[K+];CCO[SPLIT]O
OB(O)c1ccncc1;CCOC(=O)c1c(Br)csc1C(=O)c1ccncc1;CCOC(=O)c1c(-c2ccncc2)csc1C(=O)c1ccncc1;80.0;20;M0M;B12B;S28S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]O
COc1ncc(B(O)O)cn1;Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(I)cc23)c1F;COc1ncc(-c2cnc3[nH]cc(C(=O)c4c(F)ccc(N)c4F)c3c2)cn1;43.6;20;M0M;B12B;S29S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[K+].[K+];CC#N[SPLIT]O
CC#Cc1cncc(B(O)O)c1;COC1CCC2(CC1)Oc1ccc(Br)cc1C21N=C(C)C(N)=N1;CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)C2(CCC(OC)CC2)O3)c1;41.6;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Cs+].[Cs+];CCO[SPLIT]COCCOC[SPLIT]O
Cn1c(C#N)ccc1B(O)O;CCN(CC)S(=O)(=O)c1ccc(Br)cc1;CCN(CC)S(=O)(=O)c1ccc(-c2ccc(C#N)n2C)cc1;21.15;20;M9M;B13B;S22S;[Pd].[Pd];CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1;[F-].[K+];
OB(O)c1ccsc1;CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(Br)cc(C(C)=O)c2)c1CCC(=O)OCC;CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(C(C)=O)cc(-c3ccsc3)c2)c1CCC(=O)OCC;93.8;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Cs+].[Cs+];
OB(O)c1cn[nH]c1;Nc1cccc(Br)c1;Nc1cccc(-c2cn[nH]c2)c1;26.0;20;M3M;B16B;S21S;[Pd].[Pd];C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1;O=P([O-])([O-])[O-].[K+].[K+].[K+];C1COCCO1
OB(O)c1cc(F)c(F)c(F)c1;O=c1c2ccc(O)cc2c(Br)cn1-c1ccc(O)cc1;O=c1c2ccc(O)cc2c(-c2cc(F)c(F)c(F)c2)cn1-c1ccc(O)cc1;96.3;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Cs+].[Cs+];
Cc1cncc(B(O)O)c1;CC(C)(C)OC(=O)COc1cccc2c1CCCCC2NS(=O)(=O)c1ccc(I)cc1;Cc1cncc(-c2ccc(S(=O)(=O)NC3CCCCc4c(OCC(=O)OC(C)(C)C)cccc43)cc2)c1;69.05;20;M3M;B12B;S21S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1
OB(O)c1ccc(Cl)cc1Cl;COc1nc(N[C@@H]2c3ccccc3C[C@@H]2O)cnc1Br;COc1nc(N[C@@H]2c3ccccc3C[C@@H]2O)cnc1-c1ccc(Cl)cc1Cl;30.75;20;M8M;B16B;S22S;[Pd].[Pd];O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.c1ccc(P(C2CCCCC2)C2CCCCC2)c(-c2cc3ccccc3c3ccccc23)c1;O=P([O-])([O-])[O-].[K+].[K+].[K+];Cc1ccccc1[SPLIT]ClCCl
CC(C)COc1cc(F)cc(B(O)O)c1;O=C(O)c1cnc(Br)cc1Cl;CC(C)COc1cc(F)cc(-c2cc(Cl)c(C(=O)O)cn2)c1;82.9;20;M7M;B12B;S21S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];C1COCCO1
OB(O)c1ccc(C(F)(F)F)nc1;N#Cc1cc(F)cc(Br)c1;N#Cc1cc(F)cc(-c2ccc(C(F)(F)F)nc2)c1;85.85;20;M0M;B12B;S28S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
CN(C)c1cccc(B(O)O)c1;COc1cccc(N(C)C(=O)c2ccc(Br)s2)c1;COc1cccc(N(C)C(=O)c2ccc(-c3cccc(N(C)C)c3)s2)c1;47.15;20;M7M;B15B;S22S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;;
OB(O)c1ccc(C(F)(F)F)cc1;Brc1cccc2c1ccn2Cc1ccccc1;FC(F)(F)c1ccc(-c2cccc3c2ccn3Cc2ccccc2)cc1;49.05;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]ClCCl[SPLIT]O
CCOc1ccccc1B(O)O;COC(=O)c1ccc2c(c1)OCCn1cc(I)nc1-2;CCOc1ccccc1-c1cn2c(n1)-c1ccc(C(=O)OC)cc1OCC2;11.4;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CC#N
