canonical_rxn,catalyst1,solvent1,solvent2,reagent1,reagent2,Yield,dataset
Nc1ncccc1Br.OB(O)c1ccc(-c2ccccc2)c(F)c1>>Nc1ncccc1-c1ccc(-c2ccccc2)c(F)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],76.9,train
CC(C)[C@@H](C)NCc1ccc(B(O)O)s1.CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1>>CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccc(CN[C@H](C)C(C)C)s4)cc23)CC1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,,,O=C([O-])[O-].[K+].[K+],30.0,train
CCCNC(=O)c1nnc2c(Br)cccc2c1N.COc1ccc(OC)c(B(O)O)c1>>CCCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N,Cl[Pd]Cl,,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,,87.65,train
CC(C)OC(=O)N1CCN(c2ccn3ncc(Br)c3n2)CC1.OB(O)c1cccnc1F>>CC(C)OC(=O)N1CCN(c2ccn3ncc(-c4cccnc4F)c3n2)CC1,CC(=O)[O-].CC(=O)[O-].[Pd+2],C1COCCO1,O,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,O=C([O-])[O-].[K+].[K+],21.3,train
CC(C)(C)OC(=O)NC[C@@H]1C[C@H]1c1ccc(Br)cc1.OB(O)c1ccncc1>>CC(C)(C)OC(=O)NC[C@@H]1C[C@H]1c1ccc(-c2ccncc2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,,,O=C([O-])[O-].[K+].[K+],90.1,train
Clc1cc(I)ccn1.OB(O)c1cccs1>>Clc1cc(-c2cccs2)ccn1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,C1CCOC1,O,,O=C([O-])[O-].[Na+].[Na+],87.95,train
CCOC(=O)c1ccc2c(C3CCCCC3)c(Br)n(CCOCc3ccccc3)c2n1.COCOc1ccc(B(O)O)c(OCOC)c1>>CCOC(=O)c1ccc2c(C3CCCCC3)c(-c3ccc(OCOC)cc3OCOC)n(CCOCc3ccccc3)c2n1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],98.95,train
COc1ccc(B(O)O)cn1.Cc1ccc(-c2ncnc3ccc(Br)cc23)cc1C(=O)O>>COc1ccc(-c2ccc3ncnc(-c4ccc(C)c(C(=O)O)c4)c3c2)cn1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,,,,O=P([O-])([O-])[O-].[K+].[K+].[K+],61.0,train
Cc1nn2cnnc2c(CC(C)C)c1Br.OB(O)c1ccccc1>>Cc1nn2cnnc2c(CC(C)C)c1-c1ccccc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1CCOC1,O,,O=C([O-])O.[Na+],60.1,train
CC(C)NCCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)ncnc21.O=Cc1ccc(B(O)O)o1>>CC(C)NCCCn1c(Sc2cc3c(cc2-c2ccc(C=O)o2)OCO3)nc2c(N)ncnc21,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CN(C)C=O,O,,O=C([O-])O.[Na+],33.9,train
CSc1cccc(B(O)O)c1.Fc1ccc(N2N=C(C(F)(F)C(F)(F)F)CC2c2ccnc(Br)c2)c(F)c1>>CSc1cccc(-c2cc(C3CC(C(F)(F)C(F)(F)F)=NN3c3ccc(F)cc3F)ccn2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,COCCOC,,O=C([O-])[O-].[Na+].[Na+],27.3,train
Cn1c(C#N)ccc1B(O)O.N#CNc1ccc(Br)cc1>>Cn1c(C#N)ccc1-c1ccc(NC#N)cc1,[Pd].[Pd],C1CCOC1,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,[F-].[K+],33.35,train
COc1ccc(-c2nc(COc3ccc(F)c(C(N)=O)c3F)sc2Br)cc1.OB(O)c1ccncc1>>COc1ccc(-c2nc(COc3ccc(F)c(C(N)=O)c3F)sc2-c2ccncc2)cc1,[Pd+2],CN(C)C=O,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],36.05,train
Cc1cc(C)c(Oc2ncc(Br)cc2C(=O)O)c(C)c1.OB(O)c1ccccc1>>Cc1cc(C)c(Oc2ncc(-c3ccccc3)cc2C(=O)O)c(C)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,,,O=C([O-])[O-].[K+].[K+],61.65,train
CC(=O)N1c2cnc(Br)cc2N(S(=O)(=O)c2ccc(C)cc2)C[C@@H]1C.CS(=O)(=O)c1ccc(B(O)O)cc1>>CC(=O)N1c2cnc(-c3ccc(S(C)(=O)=O)cc3)cc2N(S(=O)(=O)c2ccc(C)cc2)C[C@@H]1C,[Pd].[Pd],C1COCCO1,O,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C([O-])[O-].[Cs+].[Cs+],50.5,train
COc1ccc(I)nc1.N#Cc1ccc(B(O)O)cc1>>COc1ccc(-c2ccc(C#N)cc2)nc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CO,Cc1ccccc1,,O=C([O-])[O-].[Na+].[Na+],66.0,train
O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(Br)cc2)C1.OB(O)c1ccn2ccnc2c1>>O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccn4ccnc4c3)cc2)C1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,O,,O=P([O-])([O-])[O-].[K+].[K+].[K+],49.85,train
NC(=O)c1c(F)ccc(OCc2nc3cc(Br)ccc3s2)c1F.OB(O)c1ccncc1>>NC(=O)c1c(F)ccc(OCc2nc3cc(-c4ccncc4)ccc3s2)c1F,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Na+].[Na+],28.0,train
COC(=O)c1cc(Br)nc(Br)c1N.OCc1cccc(B(O)O)c1>>COC(=O)c1cc(Br)nc(-c2cccc(CO)c2)c1N,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,,,O=C([O-])[O-].[Na+].[Na+],79.25,train
CCN(Cc1cc(=O)n2c(Br)c(C)sc2n1)c1ccc(F)cc1.OB(O)c1cncnc1>>CCN(Cc1cc(=O)n2c(-c3cncnc3)c(C)sc2n1)c1ccc(F)cc1,Cl[Pd]Cl,CC#N,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],29.4,train
Nc1nccc(Cl)c1I.OB(O)c1ccc(Oc2ccccc2)cc1>>Nc1nccc(Cl)c1-c1ccc(Oc2ccccc2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],65.2,train
O=S(=O)(Nc1ccc(-c2csc(Br)n2)c(Cl)c1)C(F)(F)F.OB(O)c1cncc2ccccc12>>O=S(=O)(Nc1ccc(-c2csc(-c3cncc4ccccc34)n2)c(Cl)c1)C(F)(F)F,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,O,,O=C([O-])[O-].[K+].[K+],16.1,train
Clc1nc(N2CCOCC2)c2cccc(Br)c2n1.OB(O)c1cccc(O)c1>>Oc1cccc(-c2cccc3c(N4CCOCC4)nc(Cl)nc23)c1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CN(C)C=O,O,,O=C([O-])[O-].[Na+].[Na+],53.35,train
COCCNC(=O)c1ccc2cncc(Br)c2n1.OB(O)c1ccc(Cl)cc1>>COCCNC(=O)c1ccc2cncc(-c3ccc(Cl)cc3)c2n1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],66.8,train
COc1c(F)cccc1B(O)O.Cc1ccn2nc([C@H](C)Nc3ncnc4c3c(Br)cn4COCC[Si](C)(C)C)n(-c3ccccc3)c(=O)c12>>COc1c(F)cccc1-c1cn(COCC[Si](C)(C)C)c2ncnc(N[C@@H](C)c3nn4ccc(C)c4c(=O)n3-c3ccccc3)c12,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,,,,O=C([O-])[O-].[Na+].[Na+],72.8,train
CC1(F)C[C@@H](C(=O)NCc2cc(F)cc(Br)c2)N(S(=O)(=O)c2ccc(F)cc2)C1.OB(O)c1cnc(C(F)(F)F)nc1>>C[C@@]1(F)C[C@@H](C(=O)NCc2cc(F)cc(-c3cnc(C(F)(F)F)nc3)c2)N(S(=O)(=O)c2ccc(F)cc2)C1,Cl[Pd]Cl,CC#N,O,CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1,CC(=O)[O-].CC(=O)[O-].O=C([O-])[O-].O=C([O-])[O-].[K+].[K+].[K+].[Na+].[Na+].[Na+],66.3,train
CSc1nc(Br)cs1.OB(O)c1ccc(Br)cc1>>CSc1nc(-c2ccc(Br)cc2)cs1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CC#N,ClCCl,,O=C([O-])[O-].[Na+].[Na+],59.0,train
Cc1cc(Br)nc2c1OCCN2.OB(O)c1cccc(C(F)(F)F)c1>>Cc1cc(-c2cccc(C(F)(F)F)c2)nc2c1OCCN2,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Na+].[Na+],85.05,train
CCOC(=O)c1c(Br)csc1C(=O)c1ccncc1.OB(O)c1ccncc1>>CCOC(=O)c1c(-c2ccncc2)csc1C(=O)c1ccncc1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],80.0,train
CC(C)(C)c1ccc(B(O)O)cc1.Nc1ncccc1Br>>CC(C)(C)c1ccc(-c2cccnc2N)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[Na+].[Na+],91.1,train
COc1ccc(B(O)O)c(Cl)c1.Cc1nc(C(F)(F)F)ccc1Cc1nnc2cc(-c3ccc(Cl)cc3)c(Br)cn12>>COc1ccc(-c2cn3c(Cc4ccc(C(F)(F)F)nc4C)nnc3cc2-c2ccc(Cl)cc2)c(Cl)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],69.5,train
CC(C)(C)OC(=O)NC1(c2ccc(-c3nc4c(Br)c(-c5ccccc5)nn4cc3-c3ccccc3)cc2)CCC1.OB(O)c1ccccc1>>CC(C)(C)OC(=O)NC1(c2ccc(-c3nc4c(-c5ccccc5)c(-c5ccccc5)nn4cc3-c3ccccc3)cc2)CCC1,Cl[Pd]Cl,C1COCCO1,ClCCl,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,,72.5,train
O=C1c2cccc(Br)c2CN1CCc1ccc2ccccc2n1.OB(O)c1cccnc1>>O=C1c2cccc(-c3cccnc3)c2CN1CCc1ccc2ccccc2n1,Cl[Pd]Cl,C1COCCO1,ClCCl,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],47.0,train
CCC(CC)c1cc(C)nn2c(-c3sc(Br)nc3C)c(C)nc12.OB(O)c1ccc(OC(F)(F)F)cc1>>CCC(CC)c1cc(C)nn2c(-c3sc(-c4ccc(OC(F)(F)F)cc4)nc3C)c(C)nc12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,,,O=C([O-])[O-].[Na+].[Na+],70.25,train
N#Cc1cc(Br)cc(-c2nc(-c3ccccn3)no2)c1.OB(O)c1ccncc1>>N#Cc1cc(-c2ccncc2)cc(-c2nc(-c3ccccn3)no2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,ClC(Cl)Cl,,O=C([O-])[O-].[Na+].[Na+],8.9,train
CC(C)(C)OC(=O)n1nc(I)c2cc(Br)ccc21.OB(O)c1ccc(F)cc1>>CC(C)(C)OC(=O)n1nc(-c2ccc(F)cc2)c2cc(Br)ccc21,Cl[Pd]Cl,CCO,Cc1ccccc1,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],17.05,train
CN(C)CCOc1ccc(-n2c(-c3nonc3N)nc3cncc(Br)c32)cc1.OB(O)c1ccccc1>>CN(C)CCOc1ccc(-n2c(-c3nonc3N)nc3cncc(-c4ccccc4)c32)cc1,Cl[Pd]Cl,C1COCCO1,ClCCl,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],15.9,train
Cc1cc(C)c(CNC(=O)c2cc(Br)cc(N(C)C3CCCC3)c2C)c(=O)[nH]1.O=Cc1ccc(B(O)O)cn1>>Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(C=O)nc3)cc(N(C)C3CCCC3)c2C)c(=O)[nH]1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Na+].[Na+],66.05,train
Brc1cccc2c1[nH]c1ccccc12.OB(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1>>c1ccc(N(c2ccccc2)c2ccc(-c3cccc4c3[nH]c3ccccc34)cc2)cc1,[Pd].[Pd],,,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,,90.0,train
COc1ccnc(Br)c1.OB(O)c1ccc(Cl)cc1>>COc1ccnc(-c2ccc(Cl)cc2)c1,[Pd],CCOC(C)=O,COCCOC,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],72.9,train
CCN(CC)C(=O)c1ccc(F)cc1B(O)O.COc1nnc(Cl)c(C)c1I>>CCN(CC)C(=O)c1ccc(F)cc1-c1c(OC)nnc(Cl)c1C,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[K+].[K+],57.9,train
COc1nccc(B(O)O)c1OC.Nc1cc(Br)cc(C(=O)O)c1>>COc1nccc(-c2cc(N)cc(C(=O)O)c2)c1OC,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],30.15,train
COC(=O)c1cnc(Br)n1C.OB(O)c1ccc(C(F)(F)F)cc1>>COC(=O)c1cnc(-c2ccc(C(F)(F)F)cc2)n1C,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1CCOC1,O,,O=C([O-])[O-].[Na+].[Na+],94.4,train
COC(=O)c1ncccc1Br.O=C(Cc1ccc2oc(B(O)O)cc2c1)OCc1ccccc1>>COC(=O)c1ncccc1-c1cc2cc(CC(=O)OCc3ccccc3)ccc2o1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],48.4,train
Clc1ccc2ncc(I)n2n1.OB(O)c1ccc2[nH]ccc2c1>>Clc1ccc2ncc(-c3ccc4[nH]ccc4c3)n2n1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CC#N,,,O=C([O-])[O-].[Na+].[Na+],90.0,train
CNC(=O)c1cn(CCCCc2ccc(NC(=O)Cc3cc(Br)ccn3)nn2)nn1.OB(O)c1ccccc1C(F)(F)F>>CNC(=O)c1cn(CCCCc2ccc(NC(=O)Cc3cc(-c4ccccc4C(F)(F)F)ccn3)nn2)nn1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Cs+].[Cs+],42.65,train
CC(=O)N1c2ccc(Br)cc2[C@H](Nc2cnc(C#N)cn2)C[C@@H]1C.COC(=O)c1ccc(B(O)O)cn1>>COC(=O)c1ccc(-c2ccc3c(c2)[C@H](Nc2cnc(C#N)cn2)C[C@H](C)N3C(C)=O)cn1,Cl[Pd]Cl,CO,COCCOC,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,CCN(CC)CC,87.0,train
CCCOc1ncc(CO)cc1Br.OB(O)c1ccc(F)c(F)c1>>CCCOc1ncc(CO)cc1-c1ccc(F)c(F)c1,Cl[Pd]Cl,O,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],99.95,train
COC(=O)C[C@@H]1COc2cc(NCc3cccc(Br)c3C)ccc21.Cc1cc(B(O)O)c(C)s1>>COC(=O)C[C@@H]1COc2cc(NCc3cccc(-c4cc(C)sc4C)c3C)ccc21,[Pd].[Pd],Cc1ccccc1,,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C([O-])[O-].[Na+].[Na+],86.25,train
Cc1ccc(F)c(Br)n1.OB(O)c1cc(F)cc(F)c1F>>Cc1ccc(F)c(-c2cc(F)cc(F)c2F)n1,Cl[Pd]Cl,C1COCCO1,ClCCl,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],87.0,train
CC1=C(C#N)C(c2ccc3[nH]nc(Br)c3c2)C2=C(COC2=O)N1.OB(O)c1ccc2c(c1)OCCO2>>CC1=C(C#N)C(c2ccc3[nH]nc(-c4ccc5c(c4)OCCO5)c3c2)C2=C(COC2=O)N1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,,,O=C([O-])O.[Na+],18.95,train
COc1cc(-n2ccc3oc(Br)cc3c2=O)ccc1OCC1(C#N)CC1.OB(O)c1ccccc1>>COc1cc(-n2ccc3oc(-c4ccccc4)cc3c2=O)ccc1OCC1(C#N)CC1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])[O-].[K+].[K+],57.8,train
COc1ccc(B(O)O)cc1.NC(=O)c1cnc(N)c(Br)c1>>COc1ccc(-c2cc(C(N)=O)cnc2N)cc1,[Pd],COCCOC,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+].[Na+].[OH-],79.4,train
CC(C)NCCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)ncnc21.OB(O)c1cccs1>>CC(C)NCCCn1c(Sc2cc3c(cc2-c2cccs2)OCO3)nc2c(N)ncnc21,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CN(C)C=O,O,,O=C([O-])O.[Na+],45.1,train
Cc1sc2nc(Cn3nc(C4CC4)cc3C(F)(F)F)cc(=O)n2c1Br.OB(O)c1cncnc1>>Cc1sc2nc(Cn3nc(C4CC4)cc3C(F)(F)F)cc(=O)n2c1-c1cncnc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CC#N,O,,O=P([O-])([O-])[O-].[K+].[K+].[K+],49.0,train
COc1ccccc1B(O)O.O=Cc1ccc(Br)o1>>COc1ccccc1-c1ccc(C=O)o1,[Pd],CCOC(C)=O,c1ccccc1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],65.0,train
NC(=O)c1cnc2cncc(Br)c2n1.OB(O)c1ccc(Cl)c(F)c1>>NC(=O)c1cnc2cncc(-c3ccc(Cl)c(F)c3)c2n1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],71.95,train
O=Cc1cccc(Br)c1.OB(O)c1ccncc1>>O=Cc1cccc(-c2ccncc2)c1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)O,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],67.4,train
CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1.OB(O)c1ccc(CNCC2CC2)s1>>CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccc(CNCC5CC5)s4)cc23)CC1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,,,O=C([O-])[O-].[K+].[K+],20.0,train
Clc1ccccc1-n1ncnc1-c1cn2c(n1)-c1cc(Br)ccc1OCC2.OB(O)c1cncnc1>>Clc1ccccc1-n1ncnc1-c1cn2c(n1)-c1cc(-c3cncnc3)ccc1OCC2,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],64.2,train
COC(=O)c1ccc2c(C3CCCCC3)c(Br)n(CC(=O)OC(C)(C)C)c2c1.OB(O)c1ccccc1>>COC(=O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)OC(C)(C)C)c2c1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,C1COCCO1,,,O=C([O-])[O-].[Na+].[Na+],88.0,train
